PROVIDER_NUMBER,PROGRAM_NAME,PROGRAM_UMBRELLA,PROGRAM_STREET_ADDRESS1,PROGRAM_STREET_ADDRESS2,PROGRAM_CITY,PROGRAM_ZIPCODE,PROGRAM_PHONE,LICENSING_REGION,SUBSIDY_REGION,PROGRAM_TYPE,LICENSED_FUNDED,LICENSED_PROVIDER_STATUS,FUNDED_PROVIDER_STATUS,REGULATORY_STATUS,FIRST_ISSUED_DATE,LICENSED_CAPACITY,INFANT_BIRTH15MO,INFANTTODDLER_BIRTH33MO,TODDLER_15MO33MO,TODDLERPRESCHOOL_15MOK,PRESCHOOL_33MOK,PRESCHOOLSA_33MO8YR,KINDERGARTEN,KINDERGARTEN_SCHOOLAGE,SCHOOLAGE_5YR14YR,MULTIAGEGROUP_BIRTH14YR,VOUCHER_CONTRACT,C3_ATTESTATION,COI_CAT,SNAPSHOT_DATE,FULL_ADDRESS,Latitude,Longitude
P-170827,YMCA of Greater Boston at the Wang YMCA,YMCA of Greater Boston,821-831 Washington Street,,Boston,02116,(857) 205-5632,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2000-02-16,126,7,9,,18,40,,,,52,,true,,Low,2026-03-03,"821-831 Washington Street, Boston, MA 02116",,
P-170973,Bright Horizons Family Center at Landmark,"Bright Horizons Childrenâs Centers, LLC","401 PARK DRIVE, SUITE 1-110",,Boston,02215,(617) 450-0790,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2000-10-20,88,21,,27,,40,,,,,,true,,High,2026-03-03,"401 PARK DRIVE, SUITE 1-110, Boston, MA 02215",42.345767530917,-71.10457684563
P-170975,The Paul R. McLaughlin Center,Boys and Girls Club of Dorchester Inc,1135 DORCHESTER AVE,,Dorchester,02125-3303,(617) 288-7120,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2000-07-21,57,7,9,9,,32,,,,,,true,,Low,2026-03-03,"1135 DORCHESTER AVE, Dorchester, MA 02125-3303",42.311967253467,-71.057508608881
P-171001,Pine Village Preschool,Pine Village Preschool - Current,120 ANTWERP STREET,,Brighton,02135,(857) 210-9055,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2001-08-31,58,,,18,,40,,,,,,true,,Low,2026-03-03,"120 ANTWERP STREET, Brighton, MA 02135",42.36199584321,-71.138644644285
P-171007,Dorchester Preschool,"Neponset Child Care Center, Inc.",281A NEPONSET AVENUE,,Dorchester,02122,(617) 265-2665,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2003-05-27,29,,,9,,20,,,,,,true,,Moderate,2026-03-03,"281A NEPONSET AVENUE, Dorchester, MA 02122",42.289410505552,-71.047999852173
P-171011,Paige Academy,Paige Academy Inc.,28 HIGHLAND AVENUE,,Roxbury,02119,(617) 442-5419,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2002-08-20,115,14,,,18,50,,8,,25,,true,,Low,2026-03-03,"28 HIGHLAND AVENUE, Roxbury, MA 02119",42.328667346491,-71.092770864089
P-171020,Children's Services of Roxbury Early Care & Education Center,"Children's Services of Roxbury, Inc.",520 DUDLEY STREET,,Roxbury,02119,(617) 989-9617,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2003-02-04,103,10,9,36,18,30,,,,,,true,,Very Low,2026-03-03,"520 DUDLEY STREET, Roxbury, MA 02119",42.322246324144,-71.07251476978
P-171021,Au Co Preschool,"Vietnamese American Initiative for Development, Inc",42 CHARLES STREET,,Dorchester,02122,(617) 822-3717,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2002-11-15,49,,,,,49,,,,,,true,,Very Low,2026-03-03,"42 CHARLES STREET, Dorchester, MA 02122",42.300140037353,-71.063187660313
P-171032,Parker Hill/ Fenway Head Start,"Action For Boston Community Development, Inc./ABCD",716 PARKER STREET,,Roxbury,02120,(617) 427-0464,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2003-02-24,76,,8,,,68,,,,,,true,,Low,2026-03-03,"716 PARKER STREET, Roxbury, MA 02120",42.331094860464,-71.097376873857
P-171176,Vine St. Community Centers - SACC Program,"Vine Street Community Council, Inc",339 DUDLEY STREET,,Roxbury,02119,(617) 635-1286,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2019-01-29,99,,,,,,,,,99,,true,,Very Low,2026-03-03,"339 DUDLEY STREET, Roxbury, MA 02119",42.327036389689,-71.076626909175
P-171183,Boys and Girls Clubs of Boston at South Boston,Boys and Girls Club of Boston,230 WEST SIXTH STREET,,South Boston,02127,(617) 516-5441,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1989-02-13,43,,,,,,,,,43,,true,,Very High,2026-03-03,"230 WEST SIXTH STREET, South Boston, MA 02127",42.334879966832,-71.049926480449
P-171184,South Boston Neighborhood House,South Boston Neighborhood House Inc,136 H STREET,,South Boston,02127,(617) 268-1619,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1998-04-14,61,,,,9,,,,,52,,true,,High,2026-03-03,"136 H STREET, South Boston, MA 02127",42.333071477431,-71.04140199708
P-171189,RTH Afterschool Program,"Roxbury Tenants of Harvard Association, Inc.",835 Huntington Ave (REAR),,Boston,02115,(617) 232-4306,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1998-03-19,52,,,,,,,,,52,,false,,Very Low,2026-03-03,"835 Huntington Ave (REAR), Boston, MA 02115",42.333289994681,-71.109203288746
P-171190,Red Oak After School Program,Boston Chinatown Neighborhood Center,38 Ash Street,,Boston,02111,(617) 249-2995,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1989-07-03,99,,,,,,,,,99,,true,,Low,2026-03-03,"38 Ash Street, Boston, MA 02111",42.348694709374,-71.063415575337
P-171191,Boys & Girls Club of Boston @ Charlestown Club,Boys and Girls Club of Boston,15 GREEN STREET,,Charlestown,02129,(617) 516-5519,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1989-04-02,39,,,,,,,,,39,,true,,High,2026-03-03,"15 GREEN STREET, Charlestown, MA 02129",42.376337480281,-71.063730957322
P-171216,Boys and Girls Clubs @ Yawkey Club,Boys and Girls Club of Boston,115 WARREN STREET,,Roxbury,02119,(617) 835-3556,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1996-08-14,52,,,,,,,,,52,,true,,Very Low,2026-03-03,"115 WARREN STREET, Roxbury, MA 02119",42.327065843968,-71.083375322138
P-171217,UCCC @ Bird Street Youth Center,Uphams Corner Community Recreation Center,500 COLUMBIA RD,,Dorchester,02125-2322,(857) 453-9983,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1996-07-15,33,,,,,,,,,33,,true,,Very Low,2026-03-03,"500 COLUMBIA RD, Dorchester, MA 02125-2322",42.314685004741,-71.067459633066
P-171241,Ellis Education Center,"Ellis Memorial and Eldredge House, Inc.",66 Berkeley Street,,Boston,02116,(617) 377-4484,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1998-04-23,71,14,,18,,39,,,,,,true,,Very High,2026-03-03,"66 Berkeley Street, Boston, MA 02116",42.346717985662,-71.070920506129
P-171403,KIDSART!,"Jamaica Plain Multicultural After Sch. Arts Program, Inc.",6 ELIOT STREET,,Jamaica Plain,02130,(617) 524-0818,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1991-04-28,60,,,,,,,15,,45,,true,,Very High,2026-03-03,"6 ELIOT STREET, Jamaica Plain, MA 02130",42.310486497162,-71.116411584766
P-171420,YMCA of Greater Boston @ the Lyndon K8 School,YMCA of Greater Boston,20 MOUNT VERNON STREET,,West Roxbury,02132,(857) 208-6356,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2022-09-06,98,,,,,20,,,,78,,true,,High,2026-03-03,"20 MOUNT VERNON STREET, West Roxbury, MA 02132",42.282926014942,-71.157638285676
P-171450,YMCA of Greater Boston@ the Gardner Pilot Academy,YMCA of Greater Boston,30 ATHOL STREET,,Allston,02134,(857) 205-5632,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1997-04-04,137,,,,,20,,,,117,,true,,High,2026-03-03,"30 ATHOL STREET, Allston, MA 02134",42.360890598539,-71.134309320688
P-171461,YMCA of Greater Boston @ the Kilmer K-8 School,YMCA of Greater Boston,35 BAKER STREET,,West Roxbury,02132,(857) 276-5055,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1998-01-05,49,,,,,10,,,,39,,true,,Moderate,2026-03-03,"35 BAKER STREET, West Roxbury, MA 02132",42.27155256517,-71.162952052876
P-171462,YMCA of Greater Boston @ the Winship School,YMCA of Greater Boston,54 DIGHTON STREET,,Brighton,02135,(617) 645-4509,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1998-01-20,62,,,,,10,,,,52,,true,,Moderate,2026-03-03,"54 DIGHTON STREET, Brighton, MA 02135",42.347770091557,-71.155325029499
P-171469,Access Enrichment Program,"American Chinese Christian Educational & Social Services, Inc.",244 HARRISON AVENUE,,Boston,02111,(617) 426-1070,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,1998-05-22,52,,,,,,,,,52,,true,,Low,2026-03-03,"244 HARRISON AVENUE, Boston, MA 02111",42.347708325622,-71.062630080149
P-171708,Swift Waters After School Programs,Little Folks Community Day Care Center Inc.,172 Saratoga St,,East Boston,02128,(617) 567-5076,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1999-09-08,29,,,,,,,,,29,,true,,Very Low,2026-03-03,"172 Saratoga St, East Boston, MA 02128",42.377280953106,-71.034737309955
P-171711,YMCA Of Greater Boston @ the McKay K-8 School,YMCA of Greater Boston,122 COTTAGE STREET,,East Boston,02128,(857) 972-2896,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,1999-09-08,26,,,,,,,,,26,,true,,Low,2026-03-03,"122 COTTAGE STREET, East Boston, MA 02128",42.368644237782,-71.034454032761
P-171715,South End After School Program,Salvation Army - Canton,1500 Washington Street,,Boston,02118-2015,(617) 536-5260,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2000-01-24,52,,,,,,,,,52,,true,,Low,2026-03-03,"1500 Washington Street, Boston, MA 02118-2015",42.339978472999,-71.071832010546
P-171725,YMCA of Greater Boston at the Adams Elementary School,YMCA of Greater Boston,165 Webster Street,,Boston,02128,(857) 972-2896,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2000-09-06,26,,,,,,,,,26,,true,,Low,2026-03-03,"165 Webster Street, Boston, MA 02128",42.365693039034,-71.034841895014
P-171756,Hennigan After School Tutoring Program,Jamaica Plain Community Center Inc.,200 HEATH STREET,,Jamaica Plain,02130,(617) 635-5198,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2004-01-15,52,,,,,,,,,52,,true,,High,2026-03-03,"200 HEATH STREET, Jamaica Plain, MA 02130",42.326500059638,-71.106659711566
P-172196,"Moore, Ellen",,12 WORTHINGTON STREET,,Roxbury,02120,(617) 731-1649,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1984-01-10,6,,,,,,,,,,,false,,Moderate,2026-03-03,"12 WORTHINGTON STREET, Roxbury, MA 02120",42.333862784311,-71.102473595174
P-172397,"Prospere, Pauline",,43 PIERCE ST,,Hyde Park,02136-2931,(617) 364-9464,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1987-07-20,6,,,,,,,,,,,true,,Very Low,2026-03-03,"43 PIERCE ST, Hyde Park, MA 02136-2931",42.255944902287,-71.118488594935
P-172402,"Monsalve, Elvira",,7 SANBORN AVENUE,,West Roxbury,02132,(617) 323-3960,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1998-05-04,10,,,,,,,,,,,false,,Moderate,2026-03-03,"7 SANBORN AVENUE, West Roxbury, MA 02132",42.279933183507,-71.163405211719
P-172442,"Strom, Rebecca",,65 KINGSDALE STREET # 1,,Dorchester,02124,(617) 282-1722,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2002-10-22,6,,,,,,,,,,,true,,Very Low,2026-03-03,"65 KINGSDALE STREET # 1, Dorchester, MA 02124",42.294821198385,-71.082199012448
P-172446,"Silva, Jean",,163 COLORADO ST,,Mattapan,02126-1328,(617) 690-3437,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1983-12-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"163 COLORADO ST, Mattapan, MA 02126-1328",42.274928709325,-71.10222480498
P-172448,"Palmer, Catherine",,40 CRAWFORD STREET # 2,,Dorchester,02121,(617) 767-4575,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1986-10-29,10,,,,,,,,,,,true,,Very Low,2026-03-03,"40 CRAWFORD STREET # 2, Dorchester, MA 02121",42.311676430461,-71.085968105982
P-172484,"Conetta, Lucy",,55 S WAVERLY STREET,,Brighton,02135,(617) 254-9060,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1999-10-24,10,,,,,,,,,,,false,,Low,2026-03-03,"55 S WAVERLY STREET, Brighton, MA 02135",42.360049732519,-71.141768732749
P-172487,"Neptune, Brenda",,72 Hamilton Street #1,,Dorchester,02125,(617) 282-4922,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1985-09-10,6,,,,,,,,,,,true,,Very Low,2026-03-03,"72 Hamilton Street #1, Dorchester, MA 02125",42.308256843941,-71.069638556578
P-172492,"Yarde, Michelle",,31 FENWOOD RD # 2,,Boston,02115-6102,(617) 487-8318,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1990-01-10,4,,,,,,,,,,,false,,Very Low,2026-03-03,"31 FENWOOD RD # 2, Boston, MA 02115-6102",42.334675146942,-71.106892126103
P-172499,"Campbell, Maria",,26 Ardale Street,,Roslindale,02131,(617) 549-7790,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1997-09-09,8,,,,,,,,,,,false,,Moderate,2026-03-03,"26 Ardale Street, Roslindale, MA 02131",42.290941821792,-71.133869070294
P-172503,"Tobin, Kathryn",,116 MANTHORNE ROAD,,West Roxbury,02132,(617) 325-0554,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1988-06-27,6,,,,,,,,,,,false,,High,2026-03-03,"116 MANTHORNE ROAD, West Roxbury, MA 02132",42.290943582473,-71.152825902997
P-173033,"Barner, Laura",,241- A NORFOLK STREET,,Dorchester,02124,(857) 271-3900,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1999-08-24,8,,,,,,,,,,,true,,Very Low,2026-03-03,"241- A NORFOLK STREET, Dorchester, MA 02124",42.28478623178,-71.080823063116
P-173084,"Mollo, Laureen",,24 WASHINGTON STREET PL,,Hyde Park,02136,(617) 361-0368,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1990-01-22,6,,,,,,,,,,,false,,Low,2026-03-03,"24 WASHINGTON STREET PL, Hyde Park, MA 02136",42.243996898314,-71.122883645999
P-173166,"Whitaker, Cheryl",,129 Wilmington Avenue,,Dorchester,02124,(617) 282-9050,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,1996-08-22,8,,,,,,,,,,,true,,Very Low,2026-03-03,"129 Wilmington Avenue, Dorchester, MA 02124",42.279888987713,-71.074004205642
P-173205,"Alexander, Juanda",,8 PASADENA RD,,Dorchester,02121-3302,(617) 427-1030,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1997-08-15,10,,,,,,,,,,,true,,Very Low,2026-03-03,"8 PASADENA RD, Dorchester, MA 02121-3302",42.304831552295,-71.082173386798
P-173341,"Leary-Gomez, Patricia",,32 MEYER STREET,,Roslindale,02131,(617) 524-3885,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2000-06-06,10,,,,,,,,,,,false,,Moderate,2026-03-03,"32 MEYER STREET, Roslindale, MA 02131",42.288291502747,-71.114771396182
P-173513,"Ruiz, Ana",,21 WALWORTH STREET,,Roslindale,02131,(617) 325-0665,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2000-03-16,10,,,,,,,,,,,true,,Moderate,2026-03-03,"21 WALWORTH STREET, Roslindale, MA 02131",42.287466155551,-71.136803639414
P-173534,"Guerrero, Milagros",,4070 WASHINGTON ST APT 1,,Roslindale,02131-1749,(617) 363-0092,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1999-06-29,10,,,,,,,,,,,true,,Low,2026-03-03,"4070 WASHINGTON ST APT 1, Roslindale, MA 02131-1749",42.290631894139,-71.123579804261
P-173599,"Adams, Kathleen",,785 VFW PKWY,,West Roxbury,02132-2406,(617) 327-9217,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,1992-10-24,6,,,,,,,,,,,false,,Moderate,2026-03-03,"785 VFW PKWY, West Roxbury, MA 02132-2406",,
P-173748,"Greenaway, Mary",,18 ANGELL STREET # 1,,Dorchester,02124,(617) 282-8239,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1999-07-16,10,,,,,,,,,,,true,,Very Low,2026-03-03,"18 ANGELL STREET # 1, Dorchester, MA 02124",42.295717557047,-71.088283077551
P-173763,"Leung, Kam",,45 OAK SQUARE AVE,,Brighton,02135,(617) 680-2735,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1998-10-05,6,,,,,,,,,,,false,,Moderate,2026-03-03,"45 OAK SQUARE AVE, Brighton, MA 02135",42.350834074054,-71.163713655453
P-173832,"Acevedo, Margarita",,165 LAMARTINE STREET,,Jamaica Plain,02130,(857) 352-8843,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-02-17,6,,,,,,,,,,,true,,Low,2026-03-03,"165 LAMARTINE STREET, Jamaica Plain, MA 02130",42.317763911114,-71.104527792127
P-173845,"Manrique Sarria, Gloria",,302 LEXINGTON STREET,,East Boston,02128,(617) 561-9426,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2002-03-16,8,,,,,,,,,,,true,,Very Low,2026-03-03,"302 LEXINGTON STREET, East Boston, MA 02128",42.380608606383,-71.029940455561
P-173895,"Penney, Laura",,32 Rockne Avenue,,Dorchester,02124,(617) 288-4828,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1999-09-01,8,,,,,,,,,,,false,,Moderate,2026-03-03,"32 Rockne Avenue, Dorchester, MA 02124",42.281360812628,-71.05265031473
P-174019,"Taylor-Sutton, Gayle",,43 ATHELWOLD STREET #1,,Dorchester,02124,(617) 905-1487,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2000-07-12,10,,,,,,,,,,,true,,Very Low,2026-03-03,"43 ATHELWOLD STREET #1, Dorchester, MA 02124",42.295990200563,-71.077742835458
P-174038,"Salzberg, Sara",,61 COLBORNE ROAD #1,,Brighton,02135,(857) 919-3104,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1994-03-18,10,,,,,,,,,,,true,,Low,2026-03-03,"61 COLBORNE ROAD #1, Brighton, MA 02135",42.344274677533,-71.147656117415
P-174074,"Sheehan, Olive",,32 NEWTON STREET,,Brighton,02135,(617) 818-4973,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2000-01-25,6,,,,,,,,,,,false,,Moderate,2026-03-03,"32 NEWTON STREET, Brighton, MA 02135",42.356498994528,-71.163711749929
P-174356,"Palmer Gousby, Clara",,6 Lorna Rd,,Mattapan,02126,(857) 318-3253,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1996-08-15,6,,,,,,,,,,,true,,Very Low,2026-03-03,"6 Lorna Rd, Mattapan, MA 02126",42.27968689095,-71.082434625313
P-174442,"Guerrero, Patria",,10 Egleston Street #1,,Jamaica Plain,02130,(617) 522-8153,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,1995-11-17,10,,,,,,,,,,,true,,Moderate,2026-03-03,"10 Egleston Street #1, Jamaica Plain, MA 02130",42.314644797588,-71.100405576015
P-174480,"Adger, Helen",,12 Wildwood Street Apt. 1,,Dorchester,02124,(617) 288-0523,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,1995-11-02,6,,,,,,,,,,,true,,Very Low,2026-03-03,"12 Wildwood Street Apt. 1, Dorchester, MA 02124",42.283741148659,-71.08708174139
P-174483,"Ramirez, Mary",,51 CARROLTON ROAD,,West Roxbury,02132,(617) 699-7952,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,1995-09-29,6,,,,,,,,,,,false,,Very Low,2026-03-03,"51 CARROLTON ROAD, West Roxbury, MA 02132",42.255597700053,-71.158493560113
P-174561,"Cruz, Alba",,351 Huntington Avenue,,Hyde Park,02136,(617) 364-8998,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2000-07-24,10,,,,,,,,,,,true,,Very Low,2026-03-03,"351 Huntington Avenue, Hyde Park, MA 02136",42.266091242055,-71.116448753363
P-174586,"Valencia, Helda",,56 HYDE PARK AVE,,Jamaica Plain,02130,(617) 522-8601,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,1999-04-01,6,,,,,,,,,,,true,,Moderate,2026-03-03,"56 HYDE PARK AVE, Jamaica Plain, MA 02130",42.299040443343,-71.114054232377
P-174589,"Toledo, Priscilla",,175 GLADSTONE STREET,,East Boston,02128,(617) 716-9884,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,1996-04-06,10,,,,,,,,,,,true,,Low,2026-03-03,"175 GLADSTONE STREET, East Boston, MA 02128",42.389687907543,-71.007317745586
P-174619,"Acevedo, Monica",,41 BULLARD ST #1,,Dorchester,02121-3839,(857) 930-1980,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-10-20,10,,,,,,,,,,,true,,Very Low,2026-03-03,"41 BULLARD ST #1, Dorchester, MA 02121-3839",42.302002494046,-71.074212104866
P-174638,"Gonzalez, Liliana",,24 WELLSMERE ROAD,,Roslindale,02131,(617) 325-5005,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1996-05-10,6,,,,,,,,,,,false,,Low,2026-03-03,"24 WELLSMERE ROAD, Roslindale, MA 02131",42.280893959363,-71.136003309728
P-174639,"Escobar, Ingrid",,74 Dedham Street,,Hyde Park,02136,(617) 438-5072,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2002-11-08,10,,,,,,,,,,,true,,Low,2026-03-03,"74 Dedham Street, Hyde Park, MA 02136",42.251728482037,-71.135410325284
P-174676,"Tirado, Raquel",,12 ELLISON AVENUE # 1,,Mattapan,02126,(617) 298-2997,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1999-12-03,10,,,,,,,,,,,true,,Low,2026-03-03,"12 ELLISON AVENUE # 1, Mattapan, MA 02126",42.277507169248,-71.073425562756
P-174776,"Salomon, Yves",,47 BRADEEN STREET,,Roslindale,02131,(617) 469-3651,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1996-09-06,6,,,,,,,,,,,true,,Low,2026-03-03,"47 BRADEEN STREET, Roslindale, MA 02131",42.290643263772,-71.121734591983
P-174785,"Jean, Annette",,23 LENOXDALE AVENUE,,Dorchester,02124,(617) 265-2434,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,1997-01-14,8,,,,,,,,,,,false,,Moderate,2026-03-03,"23 LENOXDALE AVENUE, Dorchester, MA 02124",42.281839638546,-71.054657128609
P-174813,"Pomare, Merdith",,2 LINWOOD SQUARE,,Boston,02119,(617) 272-0035,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2000-08-17,8,,,,,,,,,,,true,,Low,2026-03-03,"2 LINWOOD SQUARE, Boston, MA 02119",42.328203461721,-71.093941078041
